BCODE,BNAME,DCODE,District_Name,Region,County_ID,County_Name,Public/nonpublic,g7_totl,g8_totl,g9_totl,g10_totl,g11_totl,g12_totl,tot_all
08184,Kellwood  School (Alternative),50020,East Detroit Public Schools,9.00,50,Macomb,Public,0.00,0.00,46.00,48.00,22.00,8.00,124.00
08224,Monroe County Youth Center,58000,Monroe ISD,9.00,58,Monroe,Public,1.00,2.00,10.00,15.00,14.00,0.00,42.00
08255,Plymouth Educational Center,82904,Plymouth Educational Center,9.00,82,Wayne,Public,97.00,99.00,105.00,0.00,0.00,0.00,301.00
08256,Nataki Talibah Schoolhouse of Detroit,82905,Nataki Talibah Schoolhouse of Detroit,9.00,82,Wayne,Public,51.00,45.00,0.00,0.00,0.00,0.00,96.00
08261,Michigan Technical Academy High School,82907,Michigan Technical Academy,9.00,82,Wayne,Public,0.00,0.00,142.00,124.00,98.00,71.00,435.00
08264,Thomas-Gist Academy North,82908,Thomas-Gist Academy,9.00,82,Wayne,Public,53.00,54.00,0.00,0.00,0.00,0.00,107.00
08265,AGBU Alex-Marie Manoogian School,63901,AGBU Alex-Marie Manoogian School,9.00,63,Oakland,Public,31.00,30.00,30.00,32.00,29.00,25.00,177.00
08278,Elem. Day Treatment,82110,Redford Union School District,9.00,82,Wayne,Public,33.00,31.00,0.00,0.00,0.00,0.00,64.00
08286,Niles Community High School,63150,Troy School District,9.00,63,Oakland,Public,0.00,0.00,1.00,3.00,29.00,111.00,144.00
08291,Academy of Oak Park - High School,63902,Academy of Oak Park,9.00,63,Oakland,Public,0.00,0.00,208.00,162.00,152.00,121.00,643.00
08292,Academy of Southfield,63903,Academy of Southfield,9.00,63,Oakland,Public,58.00,60.00,0.00,0.00,0.00,0.00,118.00
08293,Academy of Lathrup Village,63904,Academy of Lathrup Village,9.00,63,Oakland,Public,57.00,59.00,0.00,0.00,0.00,0.00,116.00
08307,St. Clair County Learning Academy,74901,St. Clair County Learning Academy,9.00,74,St. Clair,Public,1.00,5.00,8.00,13.00,8.00,1.00,36.00
08334,Academy of Westland,82912,Academy of Westland,9.00,82,Wayne,Public,47.00,47.00,0.00,0.00,0.00,0.00,94.00
08335,Woodward Academy,82913,Woodward Academy,9.00,82,Wayne,Public,65.00,90.00,0.00,0.00,0.00,0.00,155.00
08336,Colin Powell Academy,82914,Colin Powell Academy,9.00,82,Wayne,Public,109.00,128.00,0.00,0.00,0.00,0.00,237.00
08337,Eaton Academy,82915,Eaton Academy,9.00,50,Macomb,Public,38.00,0.00,49.00,48.00,47.00,46.00,228.00
08338,Summit Academy,82916,Summit Academy,9.00,82,Wayne,Public,28.00,23.00,0.00,0.00,0.00,0.00,51.00
08346,Michigan Health Academy,82917,Michigan Health Academy,9.00,82,Wayne,Public,0.00,0.00,51.00,64.00,45.00,33.00,193.00
08376,Career Academy/Adult Education,82070,Highland Park City Schools,9.00,82,Wayne,Public,0.00,0.00,373.00,350.00,72.00,97.00,892.00
08386,BROADWAY BAPTIST SCHOOL,61080,,9.00,50,Macomb,nonpublic,2.00,1.00,3.00,2.00,1.00,2.00,11.00
08395,Bozymowski Center,50000,Macomb ISD,9.00,50,Macomb,Public,15.00,24.00,16.00,19.00,13.00,21.00,108.00
08396,"Hughes, Langston Academy",82010,Detroit City School District,9.00,82,Wayne,Public,34.00,52.00,0.00,0.00,0.00,0.00,86.00
08397,Butcher Community Center,50230,Warren Consolidated Schools,9.00,50,Macomb,Public,0.00,0.00,24.00,28.00,82.00,259.00,393.00
08403,International Academy,63080,Bloomfield Hills School District,9.00,63,Oakland,Public,0.00,0.00,39.00,41.00,34.00,33.00,147.00
08408,Lutes Campus,63300,Waterford School District,9.00,63,Oakland,Public,0.00,0.00,11.00,14.00,14.00,12.00,51.00
08417,MARIST ACADEMY,63030,,9.00,82,Wayne,nonpublic,75.00,102.00,0.00,0.00,0.00,0.00,177.00
08422,Allen Park Community School,82020,Allen Park Public Schools,9.00,82,Wayne,Public,0.00,0.00,12.00,31.00,47.00,73.00,163.00
08433,Pontiac Academy for Excellence,63906,Pontiac Academy for Excellence,9.00,63,Oakland,Public,81.00,80.00,77.00,67.00,59.00,56.00,420.00
08434,EAST MARTIN CHRISTIAN HIGH,03060,,9.00,63,Oakland,nonpublic,0.00,0.00,5.00,12.00,6.00,2.00,25.00
08435,Academy for Business and Technology High School,82921,Academy for Business and Technology,9.00,82,Wayne,Public,42.00,41.00,61.00,64.00,77.00,51.00,336.00
08451,Chatfield School,44901,Chatfield School,9.00,44,Lapeer,Public,46.00,34.00,0.00,0.00,0.00,0.00,80.00
08454,Chandler Park Academy - Middle School,82923,Chandler Park Academy,9.00,82,Wayne,Public,165.00,159.00,0.00,0.00,0.00,0.00,324.00
08455,Winans Academy High School,82924,Marvin L. Winans Academy of Performing Arts,9.00,82,Wayne,Public,0.00,0.00,46.00,47.00,49.00,64.00,206.00
08456,Detroit Community Schools-High School,82925,Detroit Community Schools,9.00,82,Wayne,Public,0.00,0.00,164.00,176.00,134.00,128.00,602.00
08471,Henry Ford Academy,82926,Henry Ford Academy,9.00,82,Wayne,Public,0.00,0.00,139.00,119.00,121.00,106.00,485.00
08472,HEART Academy,82927,HEART Academy,9.00,82,Wayne,Public,0.00,0.00,69.00,65.00,54.00,30.00,218.00
08474,Compass Point,50040,Anchor Bay School District,9.00,50,Macomb,Public,0.00,5.00,7.00,17.00,46.00,41.00,116.00
08479,Dearborn Academy,82928,Dearborn Academy,9.00,82,Wayne,Public,56.00,41.00,0.00,0.00,0.00,0.00,97.00
08487,Harbor Beach Middle School,32060,Harbor Beach Community Schools,9.00,32,Huron,Public,41.00,42.00,0.00,0.00,0.00,0.00,83.00
08506,ALL SAINTS SCHOOL,82100,,9.00,50,Macomb,nonpublic,58.00,53.00,0.00,0.00,0.00,0.00,111.00
08526,Crosman Alternative High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,147.00,59.00,32.00,24.00,262.00
08529,Laker Academy,63160,West Bloomfield School District,9.00,63,Oakland,Public,0.00,0.00,0.00,2.00,18.00,38.00,58.00
08560,Sherman Lifelong Learning Center,63180,Brandon School District,9.00,63,Oakland,Public,0.00,0.00,12.00,5.00,5.00,25.00,47.00
08569,Cesar Chavez Middle School,82918,Cesar Chavez Academy,9.00,82,Wayne,Public,175.00,163.00,0.00,0.00,0.00,0.00,338.00
08572,Timbuktu Academy of Science and Technology,82933,Timbuktu Academy of Science and Technology,9.00,82,Wayne,Public,45.00,38.00,0.00,0.00,0.00,0.00,83.00
08595,Thompson Community Center,50220,Van Dyke Public Schools,9.00,50,Macomb,Public,3.00,24.00,49.00,74.00,18.00,26.00,194.00
08610,Walnut Creek Middle School,63290,Walled Lake Consolidated Schools,9.00,63,Oakland,Public,272.00,321.00,0.00,0.00,0.00,0.00,593.00
08611,Sarah G. Banks Middle School,63290,Walled Lake Consolidated Schools,9.00,63,Oakland,Public,300.00,281.00,0.00,0.00,0.00,0.00,581.00
08630,Pierre Toussaint Academy,82939,Pierre Toussaint Academy,9.00,82,Wayne,Public,52.00,45.00,0.00,0.00,0.00,0.00,97.00
08632,New Bedford Academy,58901,New Bedford Academy,9.00,58,Monroe,Public,13.00,8.00,0.00,0.00,0.00,0.00,21.00
08634,Summit Academy North High School,82938,Summit Academy North,9.00,82,Wayne,Public,0.00,0.00,167.00,128.00,131.00,99.00,525.00
08635,George Crockett Academy,82937,George Crockett Academy,9.00,82,Wayne,Public,41.00,32.00,0.00,0.00,0.00,0.00,73.00
08636,Star International Academy,82941,Star International Academy,9.00,82,Wayne,Public,88.00,98.00,80.00,76.00,52.00,42.00,436.00
08640,ST ELIZABETH ANN SETON M S,28010,,9.00,63,Oakland,nonpublic,85.00,76.00,0.00,0.00,0.00,0.00,161.00
08641,Weston Preparatory Academy,82943,Weston Preparatory Academy,9.00,82,Wayne,Public,26.00,0.00,101.00,62.00,65.00,59.00,313.00
08651,Edison Public School Academy,82945,Edison Public School Academy,9.00,82,Wayne,Public,124.00,117.00,0.00,0.00,0.00,0.00,241.00
08656,Commonwealth Community Development Academy,82919,Commonwealth Community Devel. Academy,9.00,82,Wayne,Public,33.00,33.00,0.00,0.00,0.00,0.00,66.00
08668,Center for Literacy and Creativity,82949,Center for Literacy and Creativity,9.00,82,Wayne,Public,17.00,15.00,0.00,0.00,0.00,0.00,32.00
08669,Ross/Hill Academy-Elementary,82948,Ross Hill Academy,9.00,82,Wayne,Public,21.00,10.00,0.00,0.00,0.00,0.00,31.00
08670,David Ellis Academy,82947,David Ellis Academy,9.00,82,Wayne,Public,29.00,23.00,0.00,0.00,0.00,0.00,52.00
08671,Universal Academy,82950,Universal Academy,9.00,82,Wayne,Public,51.00,51.00,52.00,31.00,26.00,21.00,232.00
08686,ST JOSEPH'S SCHOOL,82160,,9.00,63,Oakland,nonpublic,3.00,2.00,0.00,0.00,0.00,0.00,5.00
08692,Lincoln Park Middle School,82090,Lincoln Park Public Schools,9.00,82,Wayne,Public,342.00,371.00,0.00,0.00,0.00,0.00,713.00
08701,Landmark Academy,74903,Landmark Academy,9.00,74,St. Clair,Public,50.00,52.00,41.00,43.00,0.00,0.00,186.00
08702,Edison-Oakland Public School Academy,63910,Edison-Oakland Public School Academy,9.00,63,Oakland,Public,94.00,69.00,0.00,0.00,0.00,0.00,163.00
08704,Detroit Service Learning Academy,82953,Detroit Service Learning Academy,9.00,82,Wayne,Public,131.00,126.00,0.00,0.00,0.00,0.00,257.00
08710,Anchor Bay Middle School South,50040,Anchor Bay School District,9.00,50,Macomb,Public,175.00,231.00,0.00,0.00,0.00,0.00,406.00
08711,Karl Richter Campus,63210,Holly Area School District,9.00,63,Oakland,Public,0.00,2.00,2.00,6.00,1.00,23.00,34.00
08722,Hope of Detroit Academy,82957,Hope of Detroit Academy,9.00,82,Wayne,Public,48.00,43.00,0.00,0.00,0.00,0.00,91.00
08729,Academy of Inkster,82961,Academy of Inkster,9.00,82,Wayne,Public,0.00,0.00,78.00,48.00,40.00,55.00,221.00
08730,Cherry Hill School of Performing Arts,82960,Cherry Hill School of Performing Arts,9.00,82,Wayne,Public,74.00,87.00,125.00,141.00,117.00,67.00,611.00
08733,West Village Academy,82959,West Village Academy,9.00,82,Wayne,Public,37.00,30.00,0.00,0.00,0.00,0.00,67.00
08734,Holly Academy,63911,Holly Academy,9.00,63,Oakland,Public,64.00,47.00,0.00,0.00,0.00,0.00,111.00
08735,L'Anse Creuse Middle School - East,50140,L'Anse Creuse Public Schools,9.00,50,Macomb,Public,287.00,257.00,0.00,0.00,0.00,0.00,544.00
08736,Macomb Academy of Arts/Science,50050,Armada Area Schools,9.00,50,Macomb,Public,0.00,0.00,36.00,28.00,18.00,18.00,100.00
08743,Oakland International Academy - High School,63912,Oakland International Academy,9.00,82,Wayne,Public,50.00,27.00,22.00,19.00,19.00,23.00,160.00
08757,George Washington Carver Academy,82963,George Washington Carver Academy,9.00,82,Wayne,Public,58.00,74.00,0.00,0.00,0.00,0.00,132.00
08765,Walton Charter Academy,63913,Walton Charter Academy,9.00,63,Oakland,Public,80.00,81.00,0.00,0.00,0.00,0.00,161.00
08779,POTTERS HOUSE HIGH SCHOOL,41026,,9.00,63,Oakland,nonpublic,0.00,0.00,42.00,44.00,39.00,38.00,163.00
08783,Utica Center For Applied Learning,50210,Utica Community Schools,9.00,50,Macomb,Public,0.00,0.00,37.00,33.00,29.00,15.00,114.00
08785,Detroit Midtown Academy,82964,Detroit Midtown Academy,9.00,82,Wayne,Public,20.00,24.00,71.00,63.00,64.00,60.00,302.00
08799,Metro Charter Academy,82967,Metro Charter Academy,9.00,82,Wayne,Public,71.00,70.00,0.00,0.00,0.00,0.00,141.00
08803,Hillside Middle School,82390,Northville Public Schools,9.00,82,Wayne,Public,263.00,250.00,0.00,0.00,0.00,0.00,513.00
08808,CALVARY CHRISTIAN ACADEMY,82290,,9.00,82,Wayne,nonpublic,0.00,1.00,1.00,1.00,1.00,0.00,4.00
08816,Canton Charter Academy,82968,Canton Charter Academy,9.00,82,Wayne,Public,77.00,75.00,0.00,0.00,0.00,0.00,152.00
08819,Blue Water Learning Academy,74906,Blue Water Learning Academy,9.00,74,St. Clair,Public,0.00,0.00,7.00,9.00,9.00,4.00,29.00
08832,LeBlanc School,82090,Lincoln Park Public Schools,9.00,82,Wayne,Public,1.00,0.00,2.00,0.00,2.00,1.00,6.00
08848,Dundee Alternative High School,58050,Dundee Community Schools,9.00,58,Monroe,Public,0.00,0.00,1.00,9.00,22.00,25.00,57.00
08852,Sanilac ISD Special Education Services,76000,Sanilac ISD,9.00,76,Sanilac,Public,2.00,0.00,2.00,4.00,0.00,0.00,8.00
08853,Creative Montessori Academy,82969,Creative Montessori Academy,9.00,82,Wayne,Public,43.00,36.00,0.00,0.00,0.00,0.00,79.00
08855,Arts and Technology Academy of Pontiac,63915,Arts and Technology Academy of Pontiac,9.00,63,Oakland,Public,50.00,22.00,0.00,0.00,0.00,0.00,72.00
08865,Michigan Technical Academy Middle School,82907,Michigan Technical Academy,9.00,82,Wayne,Public,92.00,96.00,0.00,0.00,0.00,0.00,188.00
08884,Arts Academy in the Woods,50905,Arts Academy in the Woods,9.00,50,Macomb,Public,0.00,0.00,55.00,87.00,87.00,77.00,306.00
08903,Neigebaur Alternative Education Center,50090,Fitzgerald Public Schools,9.00,50,Macomb,Public,0.00,0.00,1.00,62.00,16.00,58.00,137.00
08906,Summit Academy North Middle School,82938,Summit Academy North,9.00,82,Wayne,Public,111.00,137.00,0.00,0.00,0.00,0.00,248.00
08924,Riverview East High School,74050,East China School District,9.00,74,St. Clair,Public,0.00,0.00,0.00,3.00,54.00,90.00,147.00
08925,Detroit Lions Alternative Education,82010,Detroit City School District,9.00,82,Wayne,Public,50.00,70.00,0.00,0.00,0.00,0.00,120.00
08928,"McKinney, Johnson H. Day Treatment Center",82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,0.00,1.00,2.00,0.00,3.00
08929,West Side Academy Alt. Ed,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,206.00,172.00,148.00,38.00,564.00
08934,Warrendale Charter Academy,82970,Warrendale Charter Academy,9.00,82,Wayne,Public,78.00,76.00,0.00,0.00,0.00,0.00,154.00
08945,Detroit Academy of Arts and Sciences Middle School,82929,Detroit Academy of Arts and Sciences,9.00,82,Wayne,Public,121.00,133.00,0.00,0.00,0.00,0.00,254.00
08951,"Field, Moses",82010,Detroit City School District,9.00,82,Wayne,Public,0.00,1.00,0.00,0.00,0.00,0.00,1.00
08954,Bethune Alternative Education,63030,Pontiac City School District,9.00,63,Oakland,Public,0.00,0.00,2.00,10.00,41.00,79.00,132.00
08962,Sp Ed - Transitions,82405,Southgate Community School District,9.00,82,Wayne,Public,0.00,0.00,0.00,2.00,4.00,9.00,15.00
08980,Community High School,63140,Madison Public Schools (Oakland),9.00,63,Oakland,Public,0.00,1.00,23.00,32.00,34.00,58.00,148.00
08990,Ross/Hill Academy-Middle/High,82948,Ross Hill Academy,9.00,82,Wayne,Public,0.00,0.00,15.00,23.00,24.00,16.00,78.00
08991,LIVING WORD LUTHERAN SCHOOL,63260,,9.00,63,Oakland,nonpublic,16.00,9.00,0.00,0.00,0.00,0.00,25.00
08995,Walled Lake Northern High School,63290,Walled Lake Consolidated Schools,9.00,63,Oakland,Public,0.00,0.00,413.00,389.00,463.00,382.00,"1,647.00"
08997,Plymouth High School,82100,Plymouth-Canton Community Schools,9.00,82,Wayne,Public,0.00,0.00,536.00,544.00,467.00,480.00,"2,027.00"
09010,Clarkston Community Education,63190,Clarkston Community School District,9.00,63,Oakland,Public,0.00,3.00,25.00,15.00,49.00,74.00,166.00
09025,Community Middle/Community High School,82130,Romulus Community Schools,9.00,82,Wayne,Public,0.00,4.00,0.00,0.00,40.00,169.00,213.00
09033,GOOD SHEPHERD LUTHERAN SCH,63230,,9.00,82,Wayne,nonpublic,3.00,0.00,0.00,0.00,0.00,0.00,3.00
09049,Oakview Middle School,63230,Lake Orion Community Schools,9.00,63,Oakland,Public,186.00,229.00,0.00,0.00,0.00,0.00,415.00
09050,Stoney Creek High School,63260,Rochester Community School District,9.00,63,Oakland,Public,0.00,0.00,416.00,416.00,430.00,358.00,"1,620.00"
09074,Ferndale Middle School,63020,Ferndale Public Schools,9.00,63,Oakland,Public,195.00,204.00,0.00,0.00,0.00,0.00,399.00
09077,Merritt Academy,50906,Merritt Academy,9.00,50,Macomb,Public,30.00,25.00,26.00,17.00,15.00,0.00,113.00
09089,Conner Creek Academy East-MI Collegiate High,50902,Conner Creek Academy East,9.00,50,Macomb,Public,0.00,0.00,108.00,77.00,73.00,70.00,328.00
09094,Trillium Academy,82973,Trillium Academy,9.00,82,Wayne,Public,52.00,50.00,64.00,47.00,40.00,21.00,274.00
09098,Conner Creek Academy - High,50904,Conner Creek Academy,9.00,50,Macomb,Public,47.00,45.00,74.00,53.00,45.00,26.00,290.00
09102,Detroit Merit Charter Academy,82974,Detroit Merit Charter Academy,9.00,82,Wayne,Public,69.00,63.00,0.00,0.00,0.00,0.00,132.00
09142,Blanche Kelso Bruce Academy-Connor,82971,Blanche Kelso Bruce Academy,9.00,82,Wayne,Public,6.00,28.00,54.00,34.00,22.00,1.00,145.00
09150,NORTH SHORE CHRISTIAN MS,70070,,9.00,63,Oakland,nonpublic,64.00,45.00,0.00,0.00,0.00,0.00,109.00
09153,Cesar Chavez High School,82918,Cesar Chavez Academy,9.00,82,Wayne,Public,0.00,0.00,179.00,156.00,106.00,104.00,545.00
09154,Voyageur Consortium High School,82940,Voyageur Academy,9.00,82,Wayne,Public,58.00,55.00,90.00,98.00,72.00,63.00,436.00
09155,Hope of Detroit Academy,82957,Hope of Detroit Academy,9.00,82,Wayne,Public,0.00,0.00,9.00,12.00,12.00,12.00,45.00
09156,George Crockett Consortium High School,82937,George Crockett Academy,9.00,82,Wayne,Public,0.00,0.00,19.00,7.00,12.00,11.00,49.00
09210,LAKE ORION BAPTIST SCHOOL,63230,,9.00,50,Macomb,nonpublic,13.00,8.00,13.00,8.00,8.00,10.00,60.00
09241,Wayne-Westland Adult and Community Education,82160,Wayne-Westland Community School District,9.00,82,Wayne,Public,0.00,0.00,49.00,37.00,47.00,46.00,179.00
09243,South Lyon Adult and Alternative High School,63240,South Lyon Community Schools,9.00,63,Oakland,Public,0.00,0.00,0.00,0.00,17.00,24.00,41.00
09292,Bradford Academy,63917,Bradford Academy,9.00,63,Oakland,Public,140.00,153.00,147.00,115.00,0.00,0.00,555.00
09293,Academy of Waterford,63916,Academy of Waterford,9.00,63,Oakland,Public,31.00,21.00,0.00,0.00,0.00,0.00,52.00
09295,Romulus Adult Education Alternative,82130,Romulus Community Schools,9.00,82,Wayne,Public,0.00,0.00,0.00,1.00,0.00,70.00,71.00
09306,Keystone Academy,82976,Keystone Academy,9.00,82,Wayne,Public,78.00,63.00,0.00,0.00,0.00,0.00,141.00
09307,Hamtramck Academy,82977,Hamtramck Academy,9.00,82,Wayne,Public,50.00,33.00,0.00,0.00,0.00,0.00,83.00
09310,Conner Creek Academy East-MI Collegiate Middle,50902,Conner Creek Academy East,9.00,50,Macomb,Public,60.00,68.00,0.00,0.00,0.00,0.00,128.00
09318,Joy Preparatory Academy,82958,Joy Preparatory Academy,9.00,82,Wayne,Public,57.00,52.00,0.00,0.00,0.00,0.00,109.00
09319,Allen Academy,82955,Allen Academy,9.00,82,Wayne,Public,84.00,60.00,78.00,77.00,61.00,35.00,395.00
09330,CHAPMAN ACADEMY,63240,,9.00,82,Wayne,nonpublic,3.00,1.00,0.00,0.00,0.00,0.00,4.00
09341,"Scott, Brenda Middle School",82010,Detroit City School District,9.00,82,Wayne,Public,203.00,167.00,0.00,0.00,0.00,0.00,370.00
09342,Hancock,82010,Detroit City School District,9.00,82,Wayne,Public,8.00,23.00,0.00,0.00,0.00,0.00,31.00
09345,Heilmann Park Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,170.00,185.00,0.00,0.00,0.00,0.00,355.00
09353,Bridges Assessment Center,79000,Tuscola ISD,9.00,79,Tuscola,Public,0.00,0.00,3.00,0.00,1.00,2.00,6.00
09354,Bridges Assessment Center Residential,79000,Tuscola ISD,9.00,79,Tuscola,Public,3.00,5.00,2.00,4.00,9.00,0.00,23.00
09362,Advantage Alternative Junior High School,63130,Hazel Park City School District,9.00,63,Oakland,Public,6.00,8.00,27.00,2.00,0.00,0.00,43.00
09372,Hazel Park Junior High School,63130,Hazel Park City School District,9.00,63,Oakland,Public,254.00,259.00,0.00,0.00,0.00,0.00,513.00
09396,Holy Cross Children's Services-Moreau Center,58000,Monroe ISD,9.00,58,Monroe,Public,3.00,5.00,19.00,16.00,5.00,2.00,50.00
09408,Unis Middle School,82030,Dearborn City School District,9.00,82,Wayne,Public,182.00,219.00,0.00,0.00,0.00,0.00,401.00
09415,South Lyon East High School,63240,South Lyon Community Schools,9.00,63,Oakland,Public,0.00,0.00,228.00,235.00,200.00,0.00,663.00
09419,Life Skills Center of Metropolitan Detroit,82978,Life Skills Center of Metropolitan Detroit,9.00,82,Wayne,Public,0.00,0.00,184.00,103.00,101.00,47.00,435.00
09420,Detroit Academy of Arts and Sciences High School,82929,Detroit Academy of Arts and Sciences,9.00,82,Wayne,Public,0.00,0.00,241.00,191.00,164.00,149.00,745.00
09429,Webb Elementary School,63130,Hazel Park City School District,9.00,63,Oakland,Public,0.00,1.00,2.00,2.00,0.00,0.00,5.00
09430,Quest High School,44090,North Branch Area Schools,9.00,44,Lapeer,Public,0.00,0.00,0.00,7.00,28.00,20.00,55.00
09432,Marlette Learning Center,76140,Marlette Community Schools,9.00,76,Sanilac,Public,0.00,0.00,1.00,10.00,11.00,14.00,36.00
09441,WEST MICHIGAN LUTHERAN HS,41160,,9.00,82,Wayne,nonpublic,0.00,0.00,10.00,10.00,14.00,9.00,43.00
09443,Ben Ross Public School Academy,50910,Ben Ross Public School Academy,9.00,50,Macomb,Public,69.00,92.00,0.00,0.00,0.00,0.00,161.00
09445,Crescent Academy,63921,Crescent Academy,9.00,63,Oakland,Public,44.00,37.00,0.00,0.00,0.00,0.00,81.00
09448,Great Oaks Academy,63922,Great Oaks Academy,9.00,50,Macomb,Public,55.00,65.00,0.00,0.00,0.00,0.00,120.00
09449,Laurus Academy,63918,Laurus Academy,9.00,63,Oakland,Public,56.00,56.00,0.00,0.00,0.00,0.00,112.00
09451,Prevail Academy,50909,Prevail Academy,9.00,50,Macomb,Public,71.00,36.00,0.00,0.00,0.00,0.00,107.00
09452,Triumph Academy,58902,Triumph Academy,9.00,58,Monroe,Public,43.00,30.00,0.00,0.00,0.00,0.00,73.00
09455,St. Clair County Intervention Academy,74911,St. Clair County Intervention Academy,9.00,74,St. Clair,Public,2.00,4.00,3.00,14.00,14.00,45.00,82.00
09458,Life Skills Center of Pontiac,63920,Life Skills Center of Pontiac,9.00,63,Oakland,Public,0.00,0.00,90.00,30.00,31.00,23.00,174.00
